geneid,log2FoldChange,padj_a,diff.log2.fc,padj_b,label
ENSMUSG00000028108,0.402829971,0.183671539,0.212810034,4.90E-07,
ENSMUSG00000054414,0.402656522,0.706209455,0.816578598,0.001819701,
ENSMUSG00000055320,0.402096487,0.226430091,0.555487755,6.31E-10,
ENSMUSG00000040502,0.40195722,0.37283793,-0.791698593,0.000346737,
ENSMUSG00000020740,0.401819866,0.067130499,2.10579771,0.000269153,
ENSMUSG00000060591,0.400594097,0.037677663,-0.303318908,1.51E-09,
ENSMUSG00000024376,0.40024047,0.000617603,0.874816006,8.71E-05,
ENSMUSG00000038034,0.399175374,0.001445605,0.091234787,0.000489779,
ENSMUSG00000022639,0.398286919,0.70780995,2.015005891,5.37E-10,
ENSMUSG00000063019,0.397636252,0.001499619,-0.246869292,0.000218776,
ENSMUSG00000073647,0.397321279,0.022698272,0.507379531,0.0000001,
ENSMUSG00000031985,0.396970095,8.79E-05,0.395737938,8.91E-05,
ENSMUSG00000045679,0.396413817,0.066010584,-0.24537705,0.006025596,
ENSMUSG00000026437,0.394891409,0.00176058,-0.228794001,5.62E-05,
ENSMUSG00000022377,0.394878485,0.000810139,0.700704245,0.000794328,
ENSMUSG00000031148,0.394525783,0.006265543,0.236039861,0.000707946,
ENSMUSG00000046138,0.394523711,0.004729415,0.730577125,2.82E-09,
ENSMUSG00000041353,0.394518153,0.158418828,1.63041655,3.89E-05,
ENSMUSG00000043241,0.393808498,0.281920279,0.445778201,0.001862087,
ENSMUSG00000020132,0.393290049,0.029091496,1.231364195,0.00851138,
ENSMUSG00000014313,0.39324261,0.903523562,-0.147918441,6.31E-19,
ENSMUSG00000030168,0.39235067,0.017189924,-0.673427652,0.007079458,
ENSMUSG00000020076,0.392249563,0.54838796,0.035023665,0.000177828,
ENSMUSG00000020184,0.391562902,0.008324641,0.542612925,7.94E-19,
ENSMUSG00000038383,0.391180141,0.595285925,-0.453681891,0.00018197,
ENSMUSG00000003435,0.390697361,0.813136969,0.765168635,0.005370318,
ENSMUSG00000070697,0.390592638,0.000873675,1.038193589,3.16E-18,
ENSMUSG00000039108,0.388178651,3.05E-06,-0.438363401,0.002754229,
ENSMUSG00000025917,0.388121009,0.002070198,0.143885486,0.000141254,
ENSMUSG00000013275,0.387242454,0.112219858,-0.466385278,2.29E-06,
ENSMUSG00000022443,0.386800787,0.19479518,0.388989846,0.000512861,
ENSMUSG00000055296,0.386719095,0.857214099,0.054604772,0.001995262,
ENSMUSG00000002981,0.386412845,0.91959177,0.230365092,0.000537032,
ENSMUSG00000061079,0.386078276,0.887768611,0.90283418,0.000107152,
ENSMUSG00000047141,0.385249947,0.670882137,1.271696033,6.31E-20,
ENSMUSG00000095403,0.384967403,0.630836788,1.006514498,0.000288403,
ENSMUSG00000060147,0.384753188,0.000493556,-0.065196109,0.00020893,
ENSMUSG00000025209,0.384014348,0.568141305,0.185125223,0.000001,
ENSMUSG00000037946,0.383793599,4.49E-05,0.175528468,0.003235937,
ENSMUSG00000028309,0.382933736,0.000636484,-0.147044847,7.41E-06,
ENSMUSG00000054469,0.381704499,0.001461886,-0.266868765,6.17E-07,
ENSMUSG00000019338,0.381681744,0.58016386,-1.127960547,0.000218776,
ENSMUSG00000008976,0.380777933,0.006400092,0.459483097,0.008128305,
ENSMUSG00000040363,0.380499396,0.02159959,-0.814432218,6.31E-06,
ENSMUSG00000038668,0.379702063,0.152963994,-0.417147837,9.33E-08,
ENSMUSG00000030532,0.379601229,0.120876645,-0.577516889,3.98E-15,
ENSMUSG00000078578,0.378888508,0.018407337,0.201959734,0.001905461,
ENSMUSG00000022023,0.378687068,0.007029677,1.34257734,5.25E-05,
ENSMUSG00000031696,0.378658654,0.000725376,1.074844195,6.76E-05,
ENSMUSG00000042389,0.378078852,0.192738678,-0.58089099,5.50E-06,
ENSMUSG00000003352,0.377903962,0.090613119,-0.251884056,3.47E-08,
ENSMUSG00000021242,0.377702653,0.081877207,-0.141797401,5.75E-08,
ENSMUSG00000026923,0.377341072,0.423247965,-0.642796936,1.12E-07,
ENSMUSG00000040420,0.375074225,0.07679366,1.299158417,0.000147911,
ENSMUSG00000001555,0.374886728,0.007328822,0.084726957,0.002187762,
ENSMUSG00000038780,0.374237644,0.04235197,-0.649661886,6.76E-06,
ENSMUSG00000106825,0.373525733,0.935387919,-1.440317563,0.00042658,
ENSMUSG00000026705,0.372879885,0.053702783,-0.309765003,0.004570882,
ENSMUSG00000031529,0.372739182,0.871200838,-0.416023376,0.000776247,
ENSMUSG00000047205,0.372463528,0.004984992,1.432948156,0.00047863,
ENSMUSG00000006720,0.371522079,0.087780573,0.98008479,2.75E-08,
ENSMUSG00000028041,0.370718127,0.001663223,-0.505660978,0.00057544,
ENSMUSG00000025571,0.37008494,0.166987885,-0.135275537,0.002344229,
ENSMUSG00000027942,0.369780043,0.76011339,0.375648699,0.002754229,
ENSMUSG00000032059,0.369679383,0.000218654,0.747269782,0.00724436,
ENSMUSG00000048368,0.369563762,0.374057343,1.320782363,0.003890451,
ENSMUSG00000033446,0.369241698,0.676421035,0.816757972,2.51E-13,
ENSMUSG00000052748,0.369135824,0.10111054,1.945825926,2.00E-10,
ENSMUSG00000033450,0.367848115,0.799244227,0.717220037,0.000338844,
ENSMUSG00000004591,0.367773994,5.72E-06,0.67803628,1.00E-15,
ENSMUSG00000019102,0.366895281,0.434506197,-0.762887788,0.000660693,
ENSMUSG00000038650,0.366701347,0.84105611,0.356173692,0.008128305,
ENSMUSG00000026977,0.365748839,0.005212481,1.246652479,2.40E-10,
ENSMUSG00000019818,0.365369186,0.057040537,0.484930323,0.000389045,
ENSMUSG00000070354,0.365097962,0.856134875,1.106019404,1.66E-06,
ENSMUSG00000021244,0.364897102,0.145347411,0.461970656,1.00E-12,
ENSMUSG00000038762,0.364714525,1.84E-05,0.351481207,1.26E-17,
ENSMUSG00000007817,0.36459318,0.22091776,-0.219588956,0.001513561,
ENSMUSG00000020409,0.364225413,0.137729315,-0.668386184,0.002089296,
ENSMUSG00000026082,0.363901492,0.03370514,1.226094166,0.000186209,
ENSMUSG00000030095,0.36286295,0.234712889,0.644074253,0.003311311,
ENSMUSG00000003345,0.362598819,0.001512198,0.365686938,2.00E-11,
ENSMUSG00000117942,0.361461294,0.867562461,0.821566668,0.00851138,
ENSMUSG00000024622,0.360376082,0.35337306,-1.223287559,0.000346737,
ENSMUSG00000029165,0.359046931,0.261135405,0.010238277,0.004265795,
ENSMUSG00000054792,0.358507479,0.017384282,0.591413766,0.008912509,
ENSMUSG00000069114,0.357532876,0.16389128,1.288657907,0.004073803,
ENSMUSG00000030424,0.357372645,0.556938359,1.576162851,0.001174898,
ENSMUSG00000001151,0.356022543,0.369226958,0.138182627,0.002818383,
ENSMUSG00000028191,0.355901912,0.000336578,-2.419063431,0.006025596,
ENSMUSG00000024018,0.355577649,0.43940304,-0.363438811,0.007079458,
ENSMUSG00000071793,0.355168658,0.642813434,0.383273453,8.91E-05,
ENSMUSG00000059475,0.353846115,0.997868548,0.370872776,0.003235937,
ENSMUSG00000044224,0.353313107,0.245215427,-0.296578832,1.91E-06,
ENSMUSG00000062232,0.352800169,0.008255034,1.230208512,0.006606934,
ENSMUSG00000027210,0.352645474,0.001744407,-0.538961027,0.006456542,
ENSMUSG00000066151,0.352429212,0.000635753,0.223002259,0.005370318,
ENSMUSG00000041671,0.352264919,0.476358324,1.238390583,5.01E-10,
ENSMUSG00000049717,0.351507324,0.584951593,0.829444092,0.000660693,
ENSMUSG00000028437,0.350510309,0.069777801,0.507161344,0.001023293,
ENSMUSG00000078923,0.349668751,0.329306675,0.336713685,0.004570882,
ENSMUSG00000078771,0.349668138,0.194843274,0.865387925,0.000707946,
ENSMUSG00000020611,0.349377907,8.28E-05,1.20220988,1.26E-13,
ENSMUSG00000024240,0.349018642,0.282389362,0.916502467,0.000707946,
ENSMUSG00000038894,0.348363069,0.087589074,-0.908754386,0.000776247,
ENSMUSG00000022136,0.345476084,0.474138591,-0.836121489,1.15E-07,
ENSMUSG00000034487,0.345267239,0.415163782,0.140580357,5.75E-06,
ENSMUSG00000033960,0.344670128,0.025157977,-1.029735719,0.000263027,
ENSMUSG00000103309,0.344654084,0.868859537,-0.135679032,6.31E-62,
ENSMUSG00000029097,0.343822692,0.758126318,-0.850717112,0.001412538,
ENSMUSG00000004789,0.343524903,2.46E-05,-0.536946016,3.16E-16,
ENSMUSG00000020088,0.342213091,0.005821837,-0.209513306,5.01E-35,
ENSMUSG00000018199,0.34193639,0.000284055,-0.346045406,0.001380384,
ENSMUSG00000061904,0.340953683,1.23E-05,-0.216499935,8.51E-09,
ENSMUSG00000041415,0.339539314,0.0648416,-0.22522559,0.00676083,
ENSMUSG00000033938,0.3389117,2.00E-05,-0.271089518,1.58E-05,
ENSMUSG00000021822,0.338911289,0.187952179,0.378763823,0.000549541,
ENSMUSG00000012422,0.338694871,0.003892367,1.160270889,0.00144544,
ENSMUSG00000038429,0.338428643,0.195371732,-0.366810802,3.98E-30,
ENSMUSG00000093930,0.338350668,0.898734633,-0.189869003,0.000165959,
ENSMUSG00000026083,0.337893327,3.56E-05,0.006657807,2.51E-31,
ENSMUSG00000001036,0.337145961,0.445548598,-0.39201788,3.98E-07,
ENSMUSG00000070047,0.337144804,0.00253766,-0.88363604,2.88E-05,
ENSMUSG00000050295,0.337070883,1.77E-05,2.665334924,0.000851138,
ENSMUSG00000039747,0.336054768,0.081848717,-0.006258375,1.29E-05,
ENSMUSG00000022194,0.335864431,0.067716494,-0.550199578,6.31E-17,
ENSMUSG00000036197,0.335562238,1.33E-07,0.299178996,0.005248075,
ENSMUSG00000024644,0.334847053,2.19E-05,-0.840495174,0.004265795,
ENSMUSG00000004364,0.334843367,1.28E-07,1.120340416,0.000660693,
ENSMUSG00000001911,0.334676511,0.219158026,-0.73157184,3.16E-20,
ENSMUSG00000004462,0.334526952,0.025672603,-0.717526943,0.001659587,
ENSMUSG00000029126,0.33406054,0.463796225,-0.093083282,0.00011749,
ENSMUSG00000047434,0.332920137,0.009060907,1.096195047,0.003981072,
ENSMUSG00000005054,0.332310676,1.68E-05,0.168723767,0.005754399,
ENSMUSG00000026229,0.332199643,2.64E-07,4.129211894,2.51E-37,
ENSMUSG00000036368,0.331929835,0.285404029,-0.38366471,0.00851138,
ENSMUSG00000069743,0.331922266,0.08133664,1.378977631,0.00676083,
ENSMUSG00000036980,0.331293351,2.22E-05,-0.019038151,0.003548134,
ENSMUSG00000021500,0.330650339,3.81E-11,0.047733656,9.33E-09,
ENSMUSG00000045576,0.330445166,0.179697138,-0.858486222,1.23E-07,
ENSMUSG00000005417,0.330009928,8.46E-09,-1.516572672,8.13E-05,
ENSMUSG00000027881,0.329895064,0.596973647,0.136258028,9.33E-06,
ENSMUSG00000021969,0.328919139,0.847695311,0.155971606,0.00040738,
ENSMUSG00000072214,0.328329313,0.850131465,-0.564442779,7.24E-07,
ENSMUSG00000026790,0.327919434,2.46E-07,0.411826946,0.001862087,
ENSMUSG00000040414,0.327004192,0.45243288,1.2908841,0.003630781,
ENSMUSG00000040667,0.326831795,2.56E-08,0.869888609,0.002137962,
ENSMUSG00000070939,0.326195546,0.731561825,-0.303045993,0.003311311,
ENSMUSG00000020491,0.326097382,0.842745552,1.205693535,0.002511886,
ENSMUSG00000020530,0.326038958,0.82567489,1.290273747,1.29E-06,
ENSMUSG00000020361,0.325814263,3.37E-11,0.356105866,0.001737801,
ENSMUSG00000050891,0.325772238,0.561116687,0.707530093,0.000954993,
ENSMUSG00000055480,0.325684014,0.66411223,2.019359582,0.001862087,
ENSMUSG00000025733,0.325315741,0.171815735,-0.263842844,4.37E-05,
ENSMUSG00000023882,0.325152048,0.433232721,1.256058893,0.000204174,
ENSMUSG00000024150,0.324820984,0.002801002,0.311113626,1.00E-12,
ENSMUSG00000000743,0.324267032,0.048620774,-0.195536357,0.000147911,
ENSMUSG00000010045,0.323830701,0.058786985,0.422940253,0.000707946,
ENSMUSG00000060032,0.323782896,0.123646443,0.133655904,0.002511886,
ENSMUSG00000049670,0.323766041,0.950270789,1.566391006,0.003890451,
ENSMUSG00000024515,0.323495358,0.001498707,0.360790825,5.13E-05,
ENSMUSG00000031960,0.322874191,0.292241391,0.38842649,3.24E-06,
ENSMUSG00000047388,0.32248408,0.005488217,-1.059838318,0.002951209,
ENSMUSG00000036499,0.322382597,0.043576679,2.188211282,3.98E-26,
ENSMUSG00000051444,0.322263191,0.884312726,1.064503749,1.86E-06,
ENSMUSG00000022837,0.321396581,0.836637793,2.388654527,0.000199526,
ENSMUSG00000047712,0.320766617,0.727084962,-0.855335272,2.69E-07,
ENSMUSG00000004931,0.319730452,0.885722037,-0.479534393,0.00030903,
ENSMUSG00000074364,0.318485354,8.26E-06,0.066981455,1.10E-08,
ENSMUSG00000002778,0.318265672,0.158672999,-0.456484534,0.007413102,
ENSMUSG00000078676,0.317692507,4.53E-07,-0.339701152,5.89E-06,
ENSMUSG00000002393,0.316347506,0.858103247,0.105757023,0.000102329,
ENSMUSG00000037966,0.31572511,0.727388855,-0.057885072,2.24E-06,
ENSMUSG00000040325,0.31516517,0.145836529,-0.044777416,1.23E-05,
ENSMUSG00000028648,0.314012637,0.001449749,-0.279480887,0.002137962,
ENSMUSG00000019971,0.313407895,0.000169057,1.415681287,1.29E-05,
ENSMUSG00000046417,0.313002058,0.416530654,0.074453619,0.002137962,
ENSMUSG00000021760,0.312391073,0.022371771,1.199706074,0.000354813,
ENSMUSG00000029833,0.311838302,0.962854956,1.304262752,4.07E-06,
ENSMUSG00000033909,0.30828177,0.002196604,0.297464825,0.000316228,
ENSMUSG00000037857,0.308127065,0.771917582,0.724387526,5.13E-07,
ENSMUSG00000056234,0.307656306,0.000167575,-0.862442384,0.0001,
ENSMUSG00000031365,0.306976649,0.914299412,-0.272122467,5.01E-08,
ENSMUSG00000020823,0.306357211,0.010505537,0.449867817,0.002754229,
ENSMUSG00000044949,0.304501763,0.721992752,0.842585039,0.007762471,
ENSMUSG00000041961,0.304247329,0.050114536,-0.566258494,0.0001,
ENSMUSG00000031955,0.3027814,4.48E-06,-0.156194046,0.00025704,
ENSMUSG00000010025,0.300678285,0.421531295,0.284138653,0.007585776,
ENSMUSG00000020520,0.30057195,0.629533455,-1.351361663,1.00E-15,
ENSMUSG00000039929,0.300464241,0.418530037,-0.053646052,4.37E-05,
ENSMUSG00000019951,0.300338961,5.15E-11,-0.023171057,5.13E-08,
ENSMUSG00000024430,0.29900591,0.848199463,3.535774468,0.006606934,
ENSMUSG00000052296,0.298946477,0.837157181,-1.559186643,1.78E-06,
ENSMUSG00000031617,0.298701991,0.89164269,0.398733912,4.68E-08,
ENSMUSG00000021413,0.298609079,0.176091693,3.146184241,5.01E-41,
ENSMUSG00000036986,0.298165661,2.87E-08,0.241301525,0.005754399,
ENSMUSG00000034157,0.297014248,0.069273991,-0.331003707,0.007079458,
ENSMUSG00000005625,0.296754896,0.000443917,0.077214347,0.00047863,
ENSMUSG00000050567,0.296287605,0.009134187,0.481154709,0.003090295,
ENSMUSG00000031949,0.295744619,0.022733608,-0.752724353,1.55E-05,
ENSMUSG00000048732,0.29540832,0.225925138,1.186829917,1.07E-08,
ENSMUSG00000035765,0.293671272,0.014278561,-0.356016115,0.007079458,
ENSMUSG00000019986,0.292624748,0.162384799,-0.651395381,0.002951209,
ENSMUSG00000078994,0.292274931,0.579346157,1.119676805,5.50E-05,
ENSMUSG00000033855,0.291872089,0.589156647,-0.114285625,0.002511886,
ENSMUSG00000032309,0.291427692,0.001288673,-0.292301781,0.006456542,
ENSMUSG00000055204,0.291120287,0.435090658,-0.219522426,5.01E-05,
ENSMUSG00000085667,0.291034368,0.39488501,1.066828817,2.00E-22,
ENSMUSG00000026864,0.290711199,0.180560433,0.964619728,1.00E-76,
ENSMUSG00000097379,0.289567069,0.434628492,1.589197063,0.008709636,
ENSMUSG00000040711,0.288380542,0.567314625,0.38840446,5.89E-05,
ENSMUSG00000020334,0.288057962,0.025435986,-2.450029834,2.09E-05,
ENSMUSG00000059689,0.286361007,0.016179512,1.602037842,0.000275423,
ENSMUSG00000022387,0.285298074,0.095344704,0.198535987,0.00724436,
ENSMUSG00000040183,0.285242168,0.995062181,1.270091381,0.002398833,
ENSMUSG00000035245,0.285135108,0.084208844,-0.576088937,0.000691831,
ENSMUSG00000057522,0.284912044,0.061961027,0.470913019,2.00E-15,
ENSMUSG00000033623,0.284658987,0.531091967,1.155034223,0.007585776,
ENSMUSG00000020745,0.283619617,0.025981085,-0.182348505,5.13E-07,
ENSMUSG00000043929,0.282631401,0.387887459,2.954426989,1.82E-05,
ENSMUSG00000019731,0.281727356,1.86E-07,0.759840406,8.71E-05,
ENSMUSG00000034930,0.281222327,0.639695521,-0.18299419,1.20E-10,
ENSMUSG00000102691,0.280702139,0.300299238,2.122866099,0.007079458,
ENSMUSG00000031822,0.2772467,0.342982909,-0.189499654,0.000457088,
ENSMUSG00000036299,0.276823625,0.241836983,-0.082959751,0.000776247,
ENSMUSG00000039046,0.276010228,3.95E-08,0.762233668,0.000831764,
ENSMUSG00000089715,0.275320006,4.58E-05,0.321804408,0.000107152,
ENSMUSG00000066877,0.27520846,0.607392676,-0.709102405,1.86E-09,
ENSMUSG00000004951,0.27464788,0.041238872,0.769542294,0.002344229,
ENSMUSG00000038633,0.274527835,7.88E-05,-0.297102366,5.01E-18,
ENSMUSG00000056692,0.27444285,5.98E-09,-0.242616483,6.03E-05,
ENSMUSG00000024335,0.274343883,3.66E-14,0.436954093,2.24E-08,
ENSMUSG00000039485,0.274215121,0.901712578,1.897484331,0.000912011,
ENSMUSG00000046311,0.273514124,0.051513503,0.612734178,1.58E-25,
ENSMUSG00000001300,0.273417332,0.043321258,0.938420876,7.41E-08,
ENSMUSG00000021832,0.272696144,1.29E-07,-0.36001996,4.17E-06,
ENSMUSG00000105355,0.270951837,0.843574124,1.772262242,0.002691535,
ENSMUSG00000034926,0.270666916,0.81148451,-0.573878097,2.69E-09,
ENSMUSG00000024079,0.270077582,0.009733882,0.701189711,0.005754399,
ENSMUSG00000061536,0.269858822,0.003161192,-0.927849744,0.004073803,
ENSMUSG00000006307,0.26974463,0.164970906,-0.102132718,0.007079458,
ENSMUSG00000004356,0.268425687,6.89E-10,1.046276813,0.001949845,
ENSMUSG00000021578,0.267824089,0.17554886,1.007112327,2.09E-05,
ENSMUSG00000029176,0.267707264,0.000349014,0.546812527,0.000204174,
ENSMUSG00000020397,0.267655083,0.123679437,0.782496955,6.31E-24,
ENSMUSG00000002014,0.26683607,0.012304272,0.636768663,0.001122018,
ENSMUSG00000039634,0.265573128,0.71944293,3.778072222,0.000645654,
ENSMUSG00000016256,0.264931177,0.590681373,0.523721258,4.17E-10,
ENSMUSG00000026305,0.264126125,5.60E-05,-0.190960077,1.00E-11,
ENSMUSG00000037896,0.263816994,0.01459309,0.453563777,0.000158489,
ENSMUSG00000025393,0.263403771,1.79E-12,0.009255774,3.98E-22,
ENSMUSG00000024535,0.263255355,0.129541915,1.189040478,0.000128825,
ENSMUSG00000028152,0.263127339,7.20E-07,-0.746610678,0.000134896,
ENSMUSG00000028995,0.261694136,0.81456397,-0.894637291,0.005754399,
ENSMUSG00000020160,0.261676254,3.66E-05,0.868472828,0.004677351,
ENSMUSG00000037364,0.261580346,2.38E-05,-0.097643154,4.47E-09,
ENSMUSG00000068284,0.26127344,0.33993821,1.763139787,2.45E-06,
ENSMUSG00000005609,0.260710422,0.004635465,-0.584170615,0.000104713,
ENSMUSG00000035569,0.259945205,0.470259252,-0.908056635,5.13E-07,
ENSMUSG00000041229,0.258261861,0.714099605,3.837228867,0.008709636,
ENSMUSG00000025757,0.257519285,2.08E-05,0.389164847,0.0001,
ENSMUSG00000031503,0.256496212,0.205912551,0.218456899,1.15E-07,
ENSMUSG00000032601,0.256415731,0.002003185,0.524832025,0.004265795,
ENSMUSG00000019558,0.255926853,0.216958576,0.484935897,0.00128825,
ENSMUSG00000020949,0.255383268,4.55E-05,0.962166858,8.32E-09,
ENSMUSG00000003778,0.25465604,1.47E-09,0.940954977,4.68E-05,
ENSMUSG00000044617,0.254447638,1.61E-06,-0.617489005,0.002454709,
ENSMUSG00000036613,0.25438126,0.01270702,-0.961831902,1.48E-05,
ENSMUSG00000024576,0.25389773,0.161816023,-0.188949915,7.76E-06,
ENSMUSG00000039789,0.253693378,0.779046751,0.983986045,0.003019952,
ENSMUSG00000030890,0.253381416,0.56314194,0.773027995,0.004897788,
ENSMUSG00000049299,0.252477555,0.000195966,-0.349765366,0.001230269,
ENSMUSG00000033382,0.25218657,0.161386951,1.034320189,1.00E-11,
ENSMUSG00000056153,0.252026056,0.118067142,0.600049094,0.001023293,
ENSMUSG00000054517,0.251099669,0.3320746,2.478090007,0.002041738,
ENSMUSG00000026608,0.250965774,0.198953541,-0.996565417,2.82E-06,
ENSMUSG00000028932,0.249553498,7.86E-09,0.092944223,1.23E-05,
ENSMUSG00000039476,0.249108752,2.48E-07,0.09879652,0.006309573,
ENSMUSG00000026887,0.248624874,0.009707122,0.567185444,0.00676083,
ENSMUSG00000116995,0.246665843,0.385847008,1.220781734,7.94E-11,
ENSMUSG00000028923,0.24602699,0.00216759,-0.661178185,0.001230269,
ENSMUSG00000047719,0.245964873,0.732110659,-0.672150612,0.002818383,
ENSMUSG00000019132,0.245254403,0.005379866,0.837232332,8.32E-06,
ENSMUSG00000030725,0.244623339,0.116177918,-0.465363699,0.002754229,
ENSMUSG00000039202,0.243698982,0.000476086,-0.401393049,0.00162181,
ENSMUSG00000030782,0.243561874,0.008299368,-0.07008303,0.004677351,
ENSMUSG00000021716,0.242667004,0.04142327,-0.873663508,2.51E-11,
ENSMUSG00000040524,0.242087941,0.358629016,0.53216194,1.12E-05,
ENSMUSG00000031231,0.241900905,0.003388278,0.510923855,0.00030903,
ENSMUSG00000022426,0.241870459,5.43E-05,-0.16287975,2.69E-06,
ENSMUSG00000060206,0.241836839,0.201456008,1.731849866,6.17E-05,
ENSMUSG00000073616,0.241283772,1.86E-05,-0.084061807,1.35E-06,
ENSMUSG00000027132,0.241238015,0.525484915,1.451762563,2.51E-15,
ENSMUSG00000041684,0.239983251,0.001003439,0.676615677,0.003890451,
ENSMUSG00000035133,0.2399331,0.440216202,0.985624814,7.94E-12,
ENSMUSG00000039254,0.239815583,0.329052481,-0.218395738,1.29E-07,
ENSMUSG00000048661,0.239401708,0.51087975,0.04116344,8.13E-05,
ENSMUSG00000023892,0.237998871,0.973332152,2.372744061,1.58E-58,
ENSMUSG00000001052,0.237587759,0.067637068,0.924276776,3.55E-10,
ENSMUSG00000091994,0.237072219,0.411923867,-0.293022258,0.004073803,
ENSMUSG00000036427,0.236537183,0.247034352,-0.475875796,1.58E-34,
ENSMUSG00000078588,0.236337255,0.80026081,-0.222544865,0.00691831,
ENSMUSG00000004070,0.235825,0.006250896,0.179261663,0.001412538,
ENSMUSG00000072872,0.235619385,0.487202679,0.605259362,0.00616595,
ENSMUSG00000038696,0.234965349,0.068993252,1.097874752,0.002884032,
ENSMUSG00000021366,0.234294422,0.811664218,-0.282253205,0.001862087,
ENSMUSG00000026384,0.234077036,0.57296138,1.682223049,0.000123027,
ENSMUSG00000021007,0.233965145,0.369041338,1.762458455,0.000251189,
ENSMUSG00000018733,0.233550935,0.536671906,0.596145437,0.005495409,
ENSMUSG00000040250,0.233472896,1.07E-05,0.505346748,0.009120108,
ENSMUSG00000029686,0.233186313,0.988498093,0.059806439,1.00E-13,
ENSMUSG00000041852,0.232796096,7.50E-06,0.42275839,0.000912011,
ENSMUSG00000021549,0.231932891,0.015372249,1.108979449,1.00E-36,
ENSMUSG00000033313,0.231841122,0.569104957,-0.926719353,1.45E-05,
ENSMUSG00000050856,0.231444996,0.210833617,0.214900182,0.000147911,
ENSMUSG00000027933,0.229922135,0.000462307,-0.274604615,4.68E-06,
ENSMUSG00000070462,0.226926061,0.000662191,-0.4643977,0.000316228,
ENSMUSG00000002635,0.225670412,0.198653166,-0.178984601,0.002951209,
ENSMUSG00000031563,0.225151572,4.11E-07,-0.165462606,0.002511886,
ENSMUSG00000029313,0.224404164,0.493694324,-0.095138084,0.002630268,
ENSMUSG00000014303,0.222691711,8.74E-05,0.460309453,0.002238721,
ENSMUSG00000039067,0.221771178,2.65E-17,0.456307871,7.94E-28,
ENSMUSG00000073787,0.22076761,0.541053677,5.040418512,0.006606934,
ENSMUSG00000109274,0.220083929,0.232503682,1.552650197,0.008709636,
ENSMUSG00000050786,0.219811063,0.008359932,-0.292539035,0.002089296,
ENSMUSG00000020814,0.219775801,0.139138334,0.4214188,0.001778279,
ENSMUSG00000023904,0.21976344,0.652734742,-0.144096887,1.12E-05,
ENSMUSG00000027708,0.219761779,0.030340275,0.827948245,6.92E-06,
ENSMUSG00000045983,0.218834168,0.712700225,0.066506094,3.98E-77,
ENSMUSG00000070426,0.216389215,0.062408998,-0.190833737,0.004365158,
ENSMUSG00000067150,0.216017919,8.32E-13,-0.068618494,0.001258925,
ENSMUSG00000020349,0.215876073,1.45E-11,0.308560781,1.26E-16,
ENSMUSG00000059486,0.214759746,1.71E-09,0.832552524,2.95E-06,
ENSMUSG00000040010,0.213666328,0.066650402,-0.095348342,0.001258925,
ENSMUSG00000021264,0.213237474,0.078144773,-0.088176644,0.000467735,
ENSMUSG00000024982,0.212904347,2.19E-13,0.503357727,0.001071519,
ENSMUSG00000030766,0.212741425,0.00652141,0.638696497,1.86E-06,
ENSMUSG00000027523,0.212424174,0.005135935,0.267618911,6.31E-16,
ENSMUSG00000078515,0.212290849,0.110297004,-0.845504149,8.32E-07,
ENSMUSG00000040225,0.212043805,0.348427352,0.921830008,4.68E-06,
ENSMUSG00000020170,0.211830993,0.006348539,0.924615388,0.005754399,
ENSMUSG00000024970,0.21099774,0.022610227,0.002754004,0.005495409,
ENSMUSG00000040212,0.210046448,2.89E-20,-0.320639644,0.003162278,
ENSMUSG00000024858,0.209727599,7.85E-08,0.980037982,0.001318257,
ENSMUSG00000022676,0.209693369,0.384321125,1.413378013,4.79E-07,
ENSMUSG00000026499,0.209125551,0.002232606,0.868295693,1.41E-07,
ENSMUSG00000022498,0.208560489,0.628355772,0.794221966,0.009120108,
ENSMUSG00000030815,0.207966472,0.332969871,0.988966215,0.00724436,
ENSMUSG00000058093,0.207841914,0.735675093,2.49677301,0.001513561,
ENSMUSG00000028809,0.207347482,1.34E-06,1.40774002,0.005623413,
ENSMUSG00000000420,0.20685205,7.94E-10,1.713279637,8.13E-07,
ENSMUSG00000025133,0.205179327,0.231922352,-0.153287743,0.002511886,
ENSMUSG00000044906,0.204890322,4.22E-08,1.929415256,7.94E-21,
ENSMUSG00000028793,0.20453691,9.58E-07,0.78805296,0.000331131,
ENSMUSG00000070327,0.201741319,0.349245093,0.18035851,0.000933254,
ENSMUSG00000070282,0.20121605,0.307097623,1.632553493,6.03E-08,
ENSMUSG00000024383,0.200934439,0.004964135,-0.463894825,0.003715352,
ENSMUSG00000021028,0.199958787,0.329231774,1.707697616,0.000776247,
ENSMUSG00000023075,0.198887062,0.981829145,0.254680914,9.12E-09,
ENSMUSG00000027164,0.198672392,0.003058172,1.342647618,0.000645654,
ENSMUSG00000040167,0.198436317,0.630244699,1.179825838,0.009120108,
ENSMUSG00000034158,0.19797409,0.002629145,-0.221918843,6.31E-19,
ENSMUSG00000053536,0.197974074,0.854708368,0.685801763,0.001778279,
ENSMUSG00000018501,0.196747137,0.126982396,0.035260068,1.05E-05,
ENSMUSG00000029207,0.196322545,0.264801563,-0.672278988,1.91E-07,
ENSMUSG00000019883,0.195259411,0.838215165,-0.227319241,6.03E-08,
ENSMUSG00000039646,0.194417657,0.807267324,0.001429596,5.01E-13,
